is_directed_int,has_spatial_attributes,has_temporal_attributes,is_bipartite,n_components,avg_betweenness_centrality,avg_closeness_centrality,avg_eigenvector_centrality,avg_degree,std_degree,clustering_coefficient,transitivity,modularity,communities,avg_shortest_path_length,radius,diameter,assortativity,vertex_connectivity,eccentricity_avg,n_nodes,node_types,node_attributes,number_of_isolates,density,edge_types,edge_attributes,n_parallel_edges,n_self_loops,graph_type_1,graph_type_2,graph_type_4,graph_type_3
0,0,0,1,5,0.14551270553514817,0.1963775514893331,0.10451765682191005,31,7.123142944953612,0.9679243504189431,0.7899467344463402,0.8350376750366242,34,7.64020522962139,9,9,-0.06737810178909642,34,11.04291962979041,10348,3,10,120,0.5979738665052098,2,11,2,4,0,0,0,1
0,0,1,0,5,0.3195697013493454,0.06940819517492314,0.30713055706071246,26,3.8068245071608917,0.09720309662341509,0.8442051748882263,0.18788543842567318,66,4.010736114978066,4,15,0.9203034408722954,72,4.602381559580972,12131,3,14,142,0.4979398077622972,2,14,3,2,0,0,0,1
1,1,1,1,3,0.31071974993241225,0.3792801020784792,0.58617947657962,17,2.409735894770174,0.9945112055123533,0.2972699841169507,0.7794246986442734,96,8.957888316508154,6,9,-0.4421623156087502,47,15.803374192359707,3751,2,7,82,0.886580034027468,4,6,2,2,0,0,0,1
0,0,0,0,7,0.1882620061610817,0.41401780398302557,0.44919402560965244,12,6.05471485894263,0.5015718648942081,0.2799591065599354,0.08193465334253958,20,8.627024157453322,4,8,-0.6231396166707348,53,4.751741135314258,4283,4,2,111,0.4637732202148068,4,10,3,3,0,0,1,0
0,0,0,1,3,0.0030848812363849843,0.6283999610354117,0.45720620205470797,19,3.0371067981195914,0.3918104667997775,0.941954932025088,0.25134297171655295,24,7.88588713262215,1,16,0.43088286316762603,58,3.352664558703596,17713,1,8,7,0.9321081198384279,3,7,0,0,1,0,0,0
0,1,1,1,5,0.09146532786562545,0.041066172744373075,0.05602297444489056,21,7.758689613477658,0.161389929936955,0.4918920240286062,0.5812476600504468,76,6.093860008506038,3,3,-0.6203784744319107,10,8.236335773386468,8651,1,7,79,0.4165491907856388,1,9,1,4,0,0,1,0
0,0,0,1,2,0.04781905614033505,0.42759135852587715,0.6417013008533571,52,2.938248345330125,0.6138411392298443,0.16207260810746038,0.26008118306419437,152,1.0994726989942154,1,8,-0.9940811117258146,74,5.648082401735444,6290,3,10,147,0.4604753122070654,4,13,1,2,0,1,0,0
1,0,0,0,2,0.23355868404027336,0.9303475852979067,0.03816242251400482,66,0.6260240549498777,0.8731975729546457,0.955649134886182,0.3618920130339168,148,11.665315087544833,13,12,0.05963580997082185,76,16.902187472554292,14693,2,7,149,0.33688690081270756,4,9,3,3,0,0,0,1
1,1,0,0,0,0.10717981030596757,0.34389353651984,0.07155981742989587,46,0.8012339585166188,0.059477893593240516,0.08318770062060576,0.10666733575524812,69,9.672974082512734,1,14,-0.729817291170779,8,5.576379503358844,12701,4,5,64,0.19079130769442543,1,14,1,0,0,0,1,0
0,1,0,0,6,0.2993505352402713,0.41752945633960814,0.09464626719622142,38,1.910706634507478,0.940267447884704,0.6620915404217387,-0.29688215230193893,72,1.0247954475752237,13,8,0.024278976660929485,41,14.53325172086494,11850,1,6,71,0.947888019818599,3,13,4,3,1,0,0,0
0,1,0,1,0,0.28194708081584174,0.045624511101287624,0.3521479808695555,88,2.8905624112569672,0.31079195954457006,0.05600976297792215,0.7589505439864308,59,1.231088270640391,11,1,0.35042613971256253,22,15.57937376520202,4549,4,11,38,0.20383861937614067,2,11,1,0,0,0,0,1
0,0,1,0,4,0.09456036372147626,0.5479920333464985,0.2559041462775225,83,1.766085880949003,0.23509331390577515,0.7302982922302766,0.005189940630648371,10,1.7191572304072777,10,5,0.008675591611108313,7,13.773450984221531,16327,1,10,109,0.9076196519797071,2,5,0,0,0,1,0,0
1,0,0,1,7,0.16765625181581223,0.29807303807841146,0.002829349387328994,49,0.7778170067743684,0.5560650138172291,0.821733665858585,-0.38827991007870943,52,5.183252179565605,6,4,-0.09130441845077475,25,14.170739725095284,8094,3,1,122,0.4119747359288427,2,14,1,3,0,1,0,0
1,1,1,1,1,0.26981698195769094,0.07480696871374548,0.24857177795307053,15,7.789165563746173,0.7842999566802702,0.33832790150831316,0.45092737653067994,112,7.601111813150974,9,9,-0.10948849355381318,37,8.869465142362118,12442,4,1,40,0.6380687857935712,3,5,3,2,0,0,0,1
0,1,0,1,6,0.32907483907171614,0.5281348295459264,0.17949159504892528,68,2.6970446995808803,0.644766936325474,0.20295176330007358,-0.2859155031679052,92,10.067829090115898,2,13,0.7011728334487961,40,14.264043762148242,13517,1,7,75,0.9642525265064383,1,0,3,3,0,1,0,0
0,1,0,0,9,0.0002789422226198024,0.047420394251563636,0.2737869098628733,82,7.711807209808803,0.4041625636335212,0.7000946561968001,-0.07559146030507158,153,11.86336564682147,4,11,0.47150187687390277,66,15.707373101771022,17606,1,0,111,0.3426106430968685,1,3,2,4,0,1,0,0
0,1,1,1,6,0.21673887583560986,0.07206980925194728,0.17265470219771778,66,1.6791101505452986,0.56075812896714,0.3777732665753576,0.5498492566515629,31,12.911038945503668,9,9,0.6606373647485322,9,15.199601020859596,11638,2,11,31,0.14262701833720037,3,0,1,4,0,1,0,0
1,1,0,0,1,0.11189644857616539,0.14947057878567105,0.03812365209759537,13,7.38047404616668,0.7399509355127128,0.06984574361612017,0.36564636957485264,103,8.461560023430959,3,5,0.5524609515852126,51,13.279309545541455,17870,3,7,9,0.21670477202702043,3,7,0,3,0,0,1,0
1,0,1,0,3,0.10980402228405738,0.6298439031580667,0.3463833606847161,72,3.2591002259027144,0.04535388713533439,0.02235807771519316,-0.21350464374120565,95,13.787991357245714,11,3,-0.42441182564162694,2,2.6569039842561093,3080,2,5,53,0.6802971754643342,2,3,2,3,0,0,1,0
1,1,1,0,4,0.07875474862587835,0.514330825968648,0.5413355905761421,15,0.49226240476044936,0.6117004859662873,0.4694388572811028,0.7311750057206088,143,9.0478146696228,7,3,0.4464913502709691,42,6.8310889801480315,10069,4,6,142,0.8227037730791817,2,12,1,2,0,0,0,1
1,0,1,1,1,0.1456580407765935,0.2958398211166553,0.3680514548213882,91,5.607871481817383,0.49688870711019695,0.07309433439720026,-0.3411081500302657,91,1.643094085191004,13,11,0.540745290783665,67,0.6537499263944028,1287,1,12,102,0.9086915272436371,3,9,4,3,1,0,0,0
1,0,1,0,1,0.09334782488019523,0.10955879065507756,0.35960717564112404,94,1.6340396124584124,0.8216636664386914,0.2160401731164534,-0.25710516919735676,101,3.0564423917266446,2,11,-0.7339993777865834,9,12.85799992446116,995,2,12,148,0.2282995058020879,1,9,2,3,0,0,0,1
0,0,1,0,1,0.0546715224075097,0.14083552964329282,0.18088276184168559,97,5.559249918209911,0.3516326737574844,0.0039591749364309425,0.8597607054863483,77,4.89477888810094,4,7,-0.8036439331321261,67,8.945832528325866,7650,2,11,130,0.014602349986901464,4,7,1,3,0,0,0,1
0,1,0,1,6,0.18410580631410392,0.3477223110036636,0.07826994933134107,19,5.784693340187766,0.8868844327593841,0.34523035179900086,0.5146587810154137,115,13.352898204354737,8,4,0.4286822594140751,1,6.920140835947952,14316,1,1,0,0.047044064017538245,1,12,3,1,0,0,1,0
1,0,1,0,2,0.23344244987919205,0.1339712240641946,0.45536769301320457,5,3.6944143269652603,0.03822362502381105,0.6308211570256815,0.5153061546232947,73,5.082256323155158,13,12,0.4788012289393726,78,2.226884074061449,8228,2,9,59,0.09685236859600477,3,3,3,2,0,0,0,1
0,1,1,0,0,0.16570134975645873,0.25440526555556253,0.1613846607289019,7,0.40840352636408817,0.9070899570541738,0.8524223091898117,-0.2842355142716363,114,7.314441702344223,9,17,-0.21359387007597652,56,4.727437034035264,10993,4,14,131,0.7381067960348083,2,2,0,2,1,0,0,0
0,1,0,0,8,0.22573198853871757,0.6306562795166767,0.6586959480983814,90,5.972236674486662,0.761761724516071,0.41927944804742345,-0.05268577261708618,106,2.3327496632092495,13,14,0.706590865450885,64,8.815523942960702,19908,2,4,116,0.4185489514504265,3,7,0,1,1,0,0,0
0,1,0,0,0,0.32455981305813264,0.9693933175658966,0.00871019404493114,45,2.92458771025174,0.8263678893837305,0.5415499299190821,-0.24587998956509077,122,6.512670058431127,10,6,-0.7976204583438349,59,4.5889164296761855,16184,4,4,77,0.7251313275267182,1,13,2,1,0,0,1,0
1,0,1,0,8,0.12567274885844398,0.18816139981565905,0.13549963420290861,60,4.9144705914055296,0.44729115099366645,0.6657940057432536,-0.40758340204841337,98,8.250196788359734,12,13,0.18464637333396583,72,1.3518245638240465,2787,3,5,16,0.4170424957785622,1,7,4,4,0,0,0,1
1,1,1,1,1,0.15813996411094763,0.5341936780650345,0.4245540274665767,25,0.06969574905863407,0.3572065845168406,0.5635715085380194,-0.41255466072526237,68,9.207672590510336,5,9,0.46898467000123656,47,6.870852942274693,18389,3,2,77,0.30732491351559355,1,9,1,4,0,1,0,0
1,1,1,0,2,0.04519061006929173,0.731861207830724,0.3372069642349446,80,3.2630306153489483,0.7511920071028744,0.7579535732410781,-0.3570905174003794,133,8.613480930497914,3,4,-0.9281634137822483,55,12.501699335102995,1161,2,11,18,0.4525018879233058,2,3,0,4,0,1,0,0
0,0,0,1,7,0.10162752598027701,0.10047298479733147,0.18201301258914337,86,2.140501720624977,0.8428391671336338,0.3116827671646508,-0.39660273333074864,65,12.485106841921096,10,9,-0.6330581076094861,80,5.39280156276465,765,1,2,40,0.35224214081343885,2,0,4,3,0,0,1,0
1,1,1,1,7,0.1652773153530622,0.8225476548030317,0.27128835549543157,70,0.25701465406343615,0.684976741239083,0.9114820274100457,-0.4082626966201943,62,2.570027999500402,7,2,0.4038278097678496,72,7.990406310123973,432,1,10,65,0.01507979867176057,3,9,0,0,0,0,1,0
1,0,1,0,7,0.2476504404207409,0.18896492279476995,0.5876706245768449,80,7.770854365704929,0.6510626778750884,0.6747441530773306,-0.31334278324986825,130,2.80013619451311,9,15,-0.03794462500452145,70,4.3255510768738645,1324,2,6,46,0.5980448076073437,3,10,3,1,1,0,0,0
0,0,1,0,2,0.19009662375120112,0.6293636582628322,0.06777090969623151,75,7.93696047609448,0.9616789048435818,0.7959541917135182,-0.4095128034124006,45,10.858930155233557,10,17,-0.12587622348810323,68,6.000898295216068,7976,4,1,67,0.2960500057885198,1,4,2,0,0,0,0,1
1,0,0,0,9,0.012557035003244506,0.6744521611416435,0.36769876545385477,50,0.299758580289641,0.41547733594465663,0.18486023872717527,-0.12879551734210654,3,11.30129903857987,3,9,-0.03662379538183935,80,11.332004239520629,4851,2,1,115,0.22440616697321347,1,7,4,1,1,0,0,0
0,0,1,0,7,0.29427807900986064,0.7618640337371485,0.34737471669207587,11,6.903085402755312,0.5974883334327209,0.46428358921159174,0.8129365037891303,154,10.388937851825657,6,2,-0.1386102238733533,5,15.792538995444422,5871,1,11,93,0.2540056150455742,3,14,0,2,0,0,0,1
0,1,1,0,9,0.024102924039828003,0.5268156843107705,0.30656999811998065,73,3.09334689496412,0.07740535461072728,0.22616028376294461,0.23352629896091548,158,10.107176331170358,1,9,0.01682466141849237,66,11.930470714139595,2035,4,13,128,0.2658528445679499,4,8,0,1,1,0,0,0
0,0,1,1,9,0.0396941537672425,0.6342315677070425,0.5526993509847073,71,5.046832487210525,0.8661567481495902,0.20940990194559628,-0.06585343805223975,106,6.443672278885694,5,13,-0.5960553997405398,14,9.902528277770287,5327,1,12,59,0.47027116067487706,2,14,1,0,0,0,0,1
0,1,0,0,8,0.2671086033644719,0.7668517498984039,0.3380370621420879,47,4.2268908776091765,0.2692039639220102,0.6528179634670377,0.34256550873550573,66,11.405183126762548,5,6,0.9944371856664689,74,1.664187297651933,9688,2,3,43,0.11101708976514402,3,8,3,4,0,0,0,1
0,1,0,1,8,0.04493492253749917,0.9430277014627857,0.6398506206431661,72,1.651987465729209,0.5996958322887872,0.807408496854921,0.8112087341609311,17,11.03411591679103,4,9,0.1059027107830468,29,0.22773903777147086,7658,4,10,67,0.6731310016888479,3,4,3,0,1,0,0,0
0,0,1,0,5,0.20903721245072174,0.4005245321711489,0.601728854900195,77,5.642309497833187,0.004539322250869393,0.05433229551836882,0.4536844169671117,24,3.8400494090928956,13,10,-0.15378868025340653,22,16.915565600699285,17643,4,11,16,0.25171712396413526,2,5,4,4,0,0,0,1
1,1,1,1,1,0.31762027247537394,0.46604491860215613,0.2117429827068657,90,3.744043605071669,0.8097754860184424,0.6025310666726554,0.8288644463129766,135,6.442175496406273,10,7,0.9171218316654388,36,15.682311621614499,19735,3,4,44,0.20093644773054908,2,1,2,1,1,0,0,0
0,0,1,1,2,0.2786382305400681,0.4512616765807138,0.3621200836532541,31,3.5327490330934275,0.37201065317051474,0.623001073738273,0.4100704591373894,33,2.0509416115265457,13,2,0.7644364051264025,38,10.587762860019303,6510,1,11,137,0.5679805041444687,2,7,4,2,1,0,0,0
1,1,0,1,5,0.10287398981795853,0.0821278979551624,0.6808572999297637,61,0.9624405205692108,0.16580196880399722,0.9150804130009567,0.23949273260207926,65,1.2025588109737795,8,9,0.23840336504021264,11,8.825801194678391,15210,1,5,138,0.8170259574372847,3,0,2,3,0,0,0,1
1,0,1,1,9,0.0856343494711247,0.34185068236409755,0.4151995787392772,65,7.785822278630602,0.5428635363785393,0.007105883126696466,0.041583861024410584,25,3.6386448427769262,11,7,-0.910808141764863,33,2.025607692768359,10885,3,10,16,0.19359321349157999,3,9,0,4,0,0,0,1
1,0,1,0,6,0.29308438076589777,0.13998354743002794,0.616748296462355,85,6.9594767288666155,0.26623491728518855,0.37663752271494155,0.1433470494087843,5,10.326034998216798,3,17,-0.797597368148679,70,1.3218798322646608,15974,3,3,7,0.5610534822497121,4,1,0,0,0,0,0,1
0,0,1,1,0,0.24066213148341986,0.6031685403360683,0.26295980136611646,15,2.981567776311545,0.43973858380068165,0.2665437408737955,0.6107670423324068,6,6.607392211550358,13,5,-0.19443626094394872,53,14.195266822332263,4853,2,11,104,0.18225937281348015,1,0,4,4,1,0,0,0
1,1,1,0,3,0.07339626024283813,0.5753353599963739,0.6522738191651742,49,0.2738718815410506,0.1028562404370762,0.23063385106412315,0.4084397825172754,67,7.653678844592554,7,1,0.3372654615992299,80,1.1584067475625797,1791,1,11,109,0.885394488392943,3,12,1,2,1,0,0,0
1,1,0,0,7,0.312096766160713,0.27397617632032234,0.3640106870540293,21,1.5673011017542517,0.23009608923107927,0.0648319326300274,0.6821721159961425,115,1.7493761832589603,1,5,-0.034871248433183455,32,9.896398224161873,15547,1,11,6,0.20655571320678434,1,7,0,0,0,0,1,0
1,0,1,1,6,0.10393881511872277,0.37921558306560177,0.2575863056118792,7,2.9056828347899435,0.9289637945783893,0.16079612779907426,0.5076806861666214,115,12.558145073932526,3,16,0.7541223371589383,12,9.130450640179351,7623,1,12,109,0.6394390617358182,1,13,0,3,0,0,1,0
0,0,1,1,9,0.07802786795945811,0.6742137293772592,0.09182553942914384,5,6.888535620884959,0.9336308222386397,0.48902174943104315,0.3494124743738267,80,12.700980312585392,8,14,0.5341668471531824,59,1.4381575296011713,2984,1,9,102,0.35034224336908193,1,8,2,1,0,0,1,0
1,0,1,1,4,0.32264850714618604,0.43589184574311035,0.06017206142650276,92,4.519207689170093,0.961396785096056,0.1365164672795236,0.6298274466099201,101,1.1131603541220332,8,12,-0.89756882551755,79,1.6884051996798917,1967,2,8,79,0.08370449351198772,4,0,3,0,0,0,1,0
0,1,0,0,1,0.06566606782027404,0.09564362512092217,0.07436295434181589,6,2.4461967435953547,0.6779935592110833,0.2344475183978263,-0.24417633111503306,67,11.504438487823368,3,15,-0.85738826844143,26,14.156752166700256,459,1,6,136,0.14072519709643172,3,6,1,1,0,1,0,0
1,1,0,1,9,0.27370609536894686,0.26393015825411825,0.21669753808176676,65,2.748914092231642,0.08957113958081919,0.30373056953857436,-0.14895732060835137,31,3.6819743537255816,10,12,-0.42721632336700077,11,4.030276399144147,17750,2,3,65,0.9964294382036908,1,3,0,2,0,0,0,1
1,0,1,0,8,0.14991728956827305,0.8805338318752811,0.23864394268606434,15,7.866907517122034,0.1694945503990879,0.6549774202898733,-0.15756734308215065,131,6.183239930164396,13,11,-0.678342800639921,21,11.680800815641813,10196,3,5,123,0.20760621733098694,2,1,2,0,0,0,0,1
1,1,0,1,4,0.09042472821131824,0.3027806923117491,0.3017107176743568,78,5.732243022906447,0.030835505402272423,0.1295454637336767,0.21663569092317592,94,5.563858392653078,6,7,-0.640693941540653,74,15.08883608965919,4417,1,5,101,0.37545876830863967,1,7,1,2,0,0,1,0
0,1,0,0,4,0.22835460823661502,0.5298495737310427,0.08216154668947616,16,1.6292100722040397,0.968619946407629,0.3211207766280585,0.6369822564208842,116,7.227729620429386,5,13,0.228304409425941,74,0.23963830552751864,17114,4,10,74,0.036094697466513725,1,0,2,3,0,1,0,0
1,1,0,1,7,0.17750034424392347,0.30736407836117197,0.2588860686834538,28,2.2761369605689046,0.5417938267365686,0.28205476853121225,-0.3999080945642356,46,4.718435398074104,5,17,-0.48965765675908,57,16.631304099405895,17661,1,12,106,0.2846988609396012,1,13,2,0,0,1,0,0
0,1,0,1,7,0.2804025220286561,0.2532772017642204,0.08760621620093367,28,7.523862250005911,0.9276568777429057,0.3950293437692931,0.7067611027665044,157,5.504958032525732,9,7,-0.15316478682708112,34,5.552797520907543,9014,3,1,127,0.9693070958925202,3,5,3,2,0,1,0,0
1,1,1,1,5,0.3188256317711233,0.4164205453817432,0.12180832892140857,38,7.186542431097413,0.10285640862115919,0.9893425824998919,0.19028106422230118,138,9.14089105851238,1,15,0.13844712811331839,32,4.0041639200689865,1029,3,9,37,0.8388271582339971,3,5,0,0,1,0,0,0
0,1,1,0,8,0.04401695516800921,0.7006162249205921,0.6170891426291835,39,7.460754125582158,0.8551611042551082,0.7841408934378817,-0.03697619384906181,10,2.134608293370567,8,12,-0.08331694610069884,35,0.4744177668478843,13517,3,10,28,0.7056057085054654,4,1,1,2,0,0,1,0
0,0,0,0,9,0.23121845551611278,0.5354121694137057,0.1670934966005046,13,2.823991037868386,0.8271193179833534,0.5851805737885766,0.8386379812653875,63,7.958302867698732,10,2,-0.8028003984573195,64,5.106016059653535,10781,4,13,141,0.05849735127616862,2,7,3,4,1,0,0,0
0,0,1,0,7,0.31981151175645184,0.8515029781402206,0.11238626747024198,98,5.659687598768063,0.5090455359858876,0.614481474440242,0.17101238756710924,89,8.330038253120048,10,14,0.7950468683374132,39,12.207211677587633,18965,2,5,38,0.306976751031939,4,6,0,4,1,0,0,0
1,0,0,0,8,0.06656381923256517,0.13244218843573796,0.5622832496462588,60,0.9779368919181861,0.3335583232659506,0.3851818220819312,-0.31056006265562996,133,11.804051294080454,2,1,0.19584969541438735,50,3.2121935629253517,11290,3,0,114,0.8436513828725399,1,3,1,0,0,0,0,1
0,0,0,0,0,0.17926352037604038,0.7013960512181012,0.3611455628347271,7,1.0359665517225531,0.4428701063479725,0.4448527080927963,0.8092108283839194,6,12.465014219616037,4,2,-0.33286780598576016,25,11.979031136221934,958,2,3,51,0.4814391301174227,1,13,1,3,0,0,1,0
1,0,1,1,9,0.18405350989895017,0.7977778862830496,0.05524368475808424,54,4.123135018239916,0.4692327115591054,0.9749520552954021,-0.18625269832403762,30,7.002802468981148,1,17,0.08779276121293522,28,9.598439778753898,12939,2,8,100,0.3551352474097076,4,14,2,4,0,0,0,1
0,0,1,1,6,0.19272949199224343,0.1435345395785118,0.6235305795336439,70,7.076381661205624,0.24282437462993678,0.41133084633633477,0.5925568888480215,130,11.932409030818516,11,1,-0.7352314272764224,28,2.3992044808757633,9980,4,6,136,0.37845362717004194,3,12,2,0,0,0,1,0
0,0,1,0,1,0.07197199075397144,0.6302453885306881,0.054643011940887276,73,0.12096862406091802,0.6773406826533656,0.5489414490126391,-0.020504309150555067,145,8.641401960489453,13,12,0.26761814128560846,44,14.750553537663803,8474,2,0,105,0.38101059321871755,3,12,1,4,1,0,0,0
0,1,0,0,4,0.08270108505242887,0.08186718227532164,0.3964991822555975,34,0.23863133986457985,0.7250293901545362,0.7648928581100687,0.4192321062412939,158,4.450887106003069,10,17,0.01592244423199518,32,12.713051182593912,6030,3,11,64,0.11420394400514222,2,6,1,4,1,0,0,0
1,1,0,1,7,0.2699518256854184,0.443590061436018,0.3179651083356034,66,0.2827603906837126,0.7093197232924864,0.45028452708015854,-0.2700253872902489,138,7.195378993854043,8,14,0.9396521685989223,27,14.921312276940895,6775,1,0,25,0.22849898873546826,4,11,1,4,0,1,0,0
